101.7538,195.3281,-82.1465
101.8406,194.9667,-82.61754
99.95314,194.3597,-81.72639
100.0391,193.9994,-82.19842
102.0464,193.3261,-80.55667
102.1367,192.9688,-81.03016
103.5505,194.8315,-81.4256
103.6368,194.4671,-81.89439
98.15251,193.3914,-81.30628
98.2489,193.0491,-81.78959
100.0516,192.7558,-80.49075
100.147,192.4135,-80.97425
97.87092,191.7095,-80.27728
97.98262,191.3844,-80.76908
99.92092,191.4632,-79.64963
100.0283,191.1304,-80.13722
97.58933,190.0276,-79.24827
97.71054,189.7007,-79.73663
99.71935,189.9249,-78.6581
99.83944,189.5919,-79.14252
97.30774,188.3457,-78.21927
97.44188,188.0153,-78.70185
99.38897,188.3064,-77.61649
99.52094,187.97,-78.09546
96.97393,186.6714,-77.19684
97.12137,186.3376,-77.67308
98.97654,186.6759,-76.56796
99.12392,186.3322,-77.0372
96.50833,185.0166,-76.19101
96.67117,184.673,-76.65516
98.52567,185.0412,-75.53919
98.69288,184.6867,-75.99344
96.05853,183.3633,-75.17728
96.24376,183.0155,-75.62974
98.06739,183.482,-74.4137
98.25572,183.1248,-74.85746
95.77992,181.726,-74.07793
95.98719,181.3792,-74.52155
97.70551,181.8816,-73.32015
97.9133,181.5267,-73.75704
95.50131,180.0887,-72.97857
95.72758,179.7449,-73.41515
97.35507,180.3189,-72.17296
97.58064,179.9675,-72.60384
95.22269,178.4514,-71.87921
95.46646,178.1146,-72.31183
97.05245,178.7176,-71.07557
97.29528,178.3736,-71.50298
94.97068,176.7991,-70.79624
95.23144,176.47,-71.22477
96.76231,177.1424,-69.95428
97.02218,176.8054,-70.37719
94.73326,175.1387,-69.72227
95.011,174.8149,-70.14422
96.52292,175.5427,-68.86798
96.80273,175.2087,-69.28048
94.49585,173.4782,-68.64831
94.79445,173.151,-69.05298
96.32388,173.9825,-67.7292
96.62464,173.6458,-68.12442
94.42805,171.8882,-67.4753
94.74942,171.5679,-67.86796
96.21326,172.5117,-66.47587
96.53661,172.1804,-66.8576
94.58668,170.3921,-66.17006
94.93152,170.0725,-66.5428
96.31533,171.0308,-65.20303
96.66495,170.6997,-65.56098
94.76144,168.935,-64.83121
95.13268,168.6033,-65.16602
96.35622,169.7211,-63.74921
96.72865,169.38,-64.07323
95.05145,167.7565,-63.25204
95.44145,167.4167,-63.55616
96.43591,168.4297,-62.26517
96.82392,168.0826,-62.56352
95.01089,166.4341,-61.84409
95.40985,166.0901,-62.13133
96.27554,167.0978,-60.81221
96.67141,166.7511,-61.10057
94.48374,164.9002,-60.68816
94.88949,164.5702,-60.98219
95.94292,165.6009,-59.5072
96.34327,165.2678,-59.80518
94.19578,163.3317,-59.49967
94.60776,163.0246,-59.80948
95.62525,164.0258,-58.24999
96.02739,163.7176,-58.57135
93.95255,161.7566,-58.30509
94.35878,161.478,-58.64765
95.37249,162.3721,-57.03963
95.76565,162.0999,-57.40202
93.76561,160.1243,-57.19243
94.15208,159.8804,-57.5812
95.29347,160.5824,-56.04492
95.67334,160.3416,-56.44206
93.70456,158.3638,-56.26294
94.08143,158.1347,-56.66969
95.20018,158.7628,-55.1037
95.57725,158.532,-55.50935
93.64352,156.6034,-55.33345
94.02597,156.3788,-55.73756
95.00644,156.9322,-54.24302
95.38779,156.705,-54.64674
93.21039,154.7733,-54.79086
93.60328,154.5571,-55.1895
94.58971,155.0954,-53.59863
94.97781,154.8749,-53.99955
92.60483,152.911,-54.42758
93.00454,152.6955,-54.81973
94.11895,153.2898,-53.07605
94.5145,153.068,-53.46892
92.30574,151.1897,-53.76315
92.70489,150.9559,-54.14528
93.78085,151.694,-52.5338
94.1812,151.4562,-52.91218
92.71583,149.7948,-52.40189
93.11634,149.5467,-52.77339
93.58586,150.5144,-51.95719
93.98816,150.266,-52.32658
93.12592,148.3999,-51.04063
93.54004,148.1392,-51.3878
94.2249,150.0366,-50.91039
94.63452,149.7824,-51.26755
94.01717,148.0536,-49.6488
94.43402,147.7831,-49.98505
95.0389,149.5477,-49.56963
95.45155,149.2821,-49.91483
92.25688,146.6476,-50.71498
92.67767,146.3756,-51.04506
93.24414,146.7053,-49.49362
93.66273,146.432,-49.82536
91.38783,144.8953,-50.38932
91.80811,144.6131,-50.71134
92.81517,145.348,-48.92752
93.2334,145.0647,-49.25132
91.08335,143.3809,-49.39019
91.49972,143.082,-49.70204
92.60387,144.0111,-47.95287
93.01851,143.7117,-48.26658
91.15179,142.0237,-47.94618
91.56468,141.7147,-48.2528
92.56836,142.6963,-46.71843
92.98042,142.3874,-47.02633
91.13899,140.641,-46.52854
91.5481,140.322,-46.83002
92.54315,141.3395,-45.3649
92.95272,141.0213,-45.66656
91.02363,139.226,-45.14419
91.43403,138.9049,-45.44162
92.44494,139.9425,-43.98639
92.85443,139.6198,-44.28334
90.83722,137.7333,-43.85751
91.25503,137.4225,-44.15557
92.25274,138.4894,-42.6405
92.66786,138.1734,-42.93686
90.60476,136.1902,-42.63415
91.02967,135.8863,-42.92934
92.02042,136.9449,-41.39113
92.44396,136.6358,-41.68277
90.37229,134.6471,-41.41079
90.79785,134.3297,-41.69039
91.69292,135.3881,-40.19532
92.11929,135.0705,-40.47334
89.81229,133.0851,-40.32648
90.23253,132.7518,-40.59543
91.23408,133.8463,-39.06438
91.65607,133.5165,-39.33482
89.24493,131.5227,-39.2453
89.66271,131.1875,-39.51567
90.79004,132.3645,-37.91577
91.20756,132.0303,-38.18783
88.98205,130.1198,-37.93816
89.40258,129.7894,-38.21018
90.54161,131.0181,-36.62179
90.95832,130.6848,-36.89612
89.05387,128.8922,-36.38264
89.47722,128.568,-36.65775
90.473,129.7644,-35.2042
90.89152,129.436,-35.48173
89.12569,127.6646,-34.82712
89.53876,127.3281,-35.1031
90.35779,128.4157,-33.83532
90.77309,128.083,-34.11261
88.61907,126.2793,-33.65028
89.01106,125.9174,-33.92478
90.02386,126.9708,-32.62554
90.42559,126.62,-32.90037
87.90168,124.7986,-32.62775
88.28835,124.4457,-32.92096
89.54313,125.5725,-31.40338
89.93585,125.2252,-31.69528
87.79959,123.3773,-31.24885
88.19472,123.0496,-31.5595
89.33208,124.1287,-30.11929
89.72709,123.7986,-30.4275
87.7495,121.9447,-29.88253
88.15982,121.6445,-30.20113
89.21788,122.7349,-28.74947
89.62543,122.4246,-29.06198
87.87685,120.4735,-28.55915
88.30448,120.2052,-28.8834
89.25734,121.2985,-27.39612
89.68369,121.0198,-27.7132
88.00419,119.0024,-27.23576
88.4434,118.7457,-27.55387
89.35016,119.8348,-26.05106
89.78994,119.5736,-26.36469
88.13153,117.5312,-25.91238
88.57742,117.2822,-26.22728
89.43427,118.3512,-24.69462
89.88047,118.1004,-25.00763
88.25887,116.0601,-24.58899
88.70662,115.8156,-24.90484
89.52448,116.8158,-23.3768
89.97207,116.572,-23.69335
88.38621,114.5889,-23.26561
88.82928,114.3571,-23.59721
89.53861,115.2257,-22.13584
89.98255,114.9991,-22.46985
88.2409,112.9354,-22.33059
88.67245,112.7281,-22.69227
89.45429,113.4607,-21.20061
89.8881,113.2624,-21.56463
87.7767,111.0685,-21.84979
88.19647,110.8727,-22.23116
89.17709,111.5689,-20.56735
89.59892,111.38,-20.94994
87.31249,109.2016,-21.36899
87.72443,109.0071,-21.75946
88.82529,109.6623,-20.00694
89.23891,109.472,-20.39775
86.90919,107.3397,-20.85618
87.32099,107.1631,-21.25523
88.53476,107.7797,-19.40998
88.94894,107.5997,-19.80504
87.01284,105.5193,-20.07692
87.43517,105.3621,-20.47305
88.4277,105.9181,-18.72798
88.8538,105.751,-19.11592
87.11649,103.6989,-19.29767
87.54574,103.504,-19.66881
88.31955,104.0553,-18.05397
88.75408,103.8575,-18.41736
86.59791,101.9,-18.70369
87.02071,101.6558,-19.05241
87.90541,102.2521,-17.37264
88.33376,102.0128,-17.718
85.97025,100.1048,-18.14221
86.38811,99.84516,-18.48569
87.39374,100.4675,-16.69076
